location,area,price,price_currency,status,new/resale,price_negotiable,description,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Rain Water Harvesting,Car Parking,Vaastu Compliant,Golf Course,Intercom,Indoor Games,Maintenance Staff,Multipurpose Room,ATM,Cafeteria,Staff Quarter,Hospital,School,Shopping Mall
Baner,3250,24000000,INR,0.0,0,0,"Well designed 3 bhk villa is available at a prime location in Baner. It is an unfurnished property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",unknown,0,0,0,0,0,0,0,0,0,0,0,0,9.1,8.101475234842605,210.26181676642955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bibwewadi,2800,29000000,INR,1.0,0,0,"This spacious 4 bhk villa is available for sale and is located in the heart of Bibwewadi. It has a built-up area of 2800 sqft and is priced at Rs. 2.90 cr . Its main door is facing north direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",north,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.067478614902425,196.99799465594685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warje,2500,24000000,INR,1.0,0,0,It’s a 4 bhk villa situated in Warje. It has a built-up area of 2500 sqft and is priced at Rs. 2.40 cr . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ,unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.1,8.044814201608972,188.15544658229172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,3200,42500000,INR,1.0,0,0,"A spacious 5 bhk villa is available for sale in Maval, Pune. It has a salable area of 3200 sqft and is available at a price of Rs. 13,281 per sqft. The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has gymnasium. Other amenities include power backup and lift available. It is facing east direction. It is made in way to provide a comfortable living. Please contact for more details. ",east,1,0,1,1,0,1,1,1,1,1,0,0,5.3,7.886163308554803,126.25761006670585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viman Nagar,3950,50000000,INR,0.0,0,0,"It’s a 4 bhk villa situated in Viman Nagar, Pune. It has a salable area of 3950 sqft and is available at a price of Rs. 12,658 per sqft. The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",east,1,0,1,1,0,1,1,1,1,1,0,0,9.2,8.107141338165968,212.4724537848433,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kharadi,5600,45000000,INR,0.0,0,0,"It has a salable area of 5600 sqft and is available at a price of Rs. 8,035 per sqft. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has gymnasium as well as children's play area. The project also has swimming pool. It is facing east direction. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",east,0,1,1,1,1,1,1,1,1,1,1,0,8.9,7.7,52.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,3000,22000000,INR,0.0,0,0,It has an area of 3000 sqft with a carpet area of 1850 sqft . The property is available at a price of Rs. 2.20 cr . It is a furnished property. It is facing east direction. It is made in way to provide a comfortable living. Kindly call us for details. ,east,1,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,2200,24500000,INR,0.0,0,0,"A 3 bhk property is available for sale in Tungarli, Pune. It has a built-up area of 2200 sqft and is priced at Rs. 2.45 cr . The house is unfurnished. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",east,0,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,2550,34500000,INR,1.0,0,0,"It’s a 4 bhk villa situated in Tungarli, Pune. It has an area of 2550 sqft . The property is available at a price of Rs. 3.45 cr . The house is unfurnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ",east,0,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,2000,18000000,INR,0.0,0,0,"A 3 bhk property is available for sale in Tungarli, Pune. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",east,1,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,2600,31000000,INR,0.0,0,0,"This spacious 4 bhk villa is available for sale and is located in the heart of Tungarli. It has a built-up area of 2600 sqft and is priced at Rs. 3.10 cr . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 ac and 1 bed. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",east,1,0,0,0,0,1,0,0,1,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Kalyani Nagar,3000,42500000,INR,0.0,0,0,"A 3 bhk property is available for sale in Carnations, New Kalyani Nagar, Pune. It has a salable area of 3000 sqft and is available at a price of Rs. 14,166 per sqft. It is an unfurnished property. It is east facing property. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ",east,0,2,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mukund Nagar,3800,62500000,INR,0.0,0,0,Well designed 5 bhk villa is available at a prime location in Mukund Nagar. The house is semi-furnished. It is east facing property. The society is well connected by different modes of transportation. Kindly call us for details. ,east,0,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhanori,1700,11500000,INR,0.0,0,0,"A spacious 3 bhk villa is available for sale in Dhanori, Pune. The house is furnished. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",unknown,1,0,0,0,0,0,0,0,0,0,0,0,8.4,8.061812511579063,194.78735763753306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhanori,4200,21000000,INR,0.0,0,0,"It’s a 5 bhk villa situated in BU Bhandari Greens, Dhanori, Pune. It has a salable area of 4200 sqft and is available at a price of Rs. 5,000 per sqft. It is an unfurnished property. Its main door is facing west direction. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",west,0,13,0,0,0,1,0,0,0,0,0,0,8.4,7.2,103.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohegaon,2950,11416380,INR,0.0,1,0,"It’s a 4 bhk villa situated in Lohegaon, Pune. It has a built-up area of 2950 sqft and is priced at Rs. 1.14 cr . It is an unfurnished property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ",east,0,0,0,0,0,1,0,1,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhanori,1705,11500000,INR,0.0,0,0,"It’s a 3 bhk villa situated in Shree Ram Group Pune Villa, Dhanori. It has a salable area of 1705 sqft and is available at a price of Rs. 6,744 per sqft. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a 8 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",east,1,8,1,1,1,1,1,0,0,1,1,0,8.4,7.9,22.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Hinjawadi Village,6200,27900000,INR,0.0,1,0,"A 10 BHK Villa for sale in Pimpri Chinchwad, Pune. This beautifully designed 10 BHK unit with all the modern-day comforts is one of Pimpri Chinchwad's most desired properties. Contact now for more information. The price of this Villa is Rs 2.79 Cr. Each unit has a built-up area of 6200 Square feet. There are 10 bedrooms. There is provision for 9 bathroom. This residential property is near Mahindra international school, Alard Group Of Institutes, and St.Timothy English Medium School. It is also close to Hinjawadi Hospital, Sanjeevani Hospital, and Lifepoint Multispecialty Hospital",unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hinjawadi Village,1490,7950000,INR,0.0,1,0,"It’s a 3 bhk villa situated in Hinjawadi Village. It has a salable area of 1490 sqft and is available at a price of Rs. 5,335 per sqft. The house is unfurnished. Its main door is facing west direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",west,0,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kothrud,1500,17000000,INR,0.0,0,0,"It’s a 4 bhk villa situated in Kothrud. It has a built-up area of 1500 sqft and is priced at Rs. 1.70 cr . It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",east,0,0,0,1,0,0,0,0,0,0,0,0,9.2,8.107141338165968,212.4724537848433,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shivaji Nagar,1850,26000000,INR,0.0,0,0,"A 4 bhk property is available for sale in Shivaji Nagar, Pune. It has an area of 1850 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 2.60 cr . It has 1 washing machine, 1 microwave, 1 dining table and 1 ac. It also has 1 bed. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",east,0,0,0,1,0,0,0,0,0,0,0,0,9.3,8.11280744148933,214.6830908032571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erandwane,5083,65000000,INR,0.0,0,0,It’s a 5 bhk villa situated in Erandwane. The house is semi-furnished. It is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. ,east,0,0,0,1,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Kalyani Nagar,7500,145000000,INR,0.0,0,0,"Well designed 6 bhk villa is available at a prime location in New Kalyani Nagar. It has a built-up area of 7500 sqft and is priced at Rs. 14.50 cr . It is a furnished property. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",unknown,1,3,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baner,3800,35000000,INR,0.0,0,0,"Check out this 3 BHK Villa for sale in Baner, Pune. This 3 BHK Villa is perfect for a modern-day lifestyle. Baner is a promising location in Pune and this is one of the finest properties in the area. Buy this Villa for sale now. This property is a modern-day abode, with 3800 Square feet built-up area. The carpet-area is 3200 Square feet. It is a North-facing property. The unit has 3 bedrooms and 4 bathroom. It is a safe surrounding with cctv facility. Other facilities include provisions for Intercom. This property also has power backup facility. Regular water supply is provided. It is a gated community. Educational institutions are closeby with schools such as Vibgyor High International School, Aditya English E School, and Seedlings preschools nearby. Healthcare centres such as Dhanvantari Hospital, Saishree Hospital - Orthopedic Hospital in Pune | Joints replacement surgery in Pune, and Elite Healthcare, Datar Hospital are also easily accessible",north,0,0,0,1,0,0,0,0,0,0,0,0,9.1,8.101475234842605,210.26181676642955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baner,2800,23000000,INR,0.0,0,0,"It has a built-up area of 2800 sqft and is priced at Rs. 2.30 cr . It is an unfurnished property. It has intercom as well as club house. The project also has swimming pool, gymnasium and children's play area. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ",north,0,7,1,1,1,1,1,1,1,1,1,0,9.1,8.7,29.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tathawade,1600,11500000,INR,0.0,1,0,"It’s a 4 bhk villa situated in Mahindra Lifespaces Developers Happinest Tathawade, Tathawade, Pune. It has a built-up area of 1600 sqft and is priced at Rs. 1.15 cr . It is east facing property. It is an under-construction property and is expected to get completed by 01/07/2026. It is situated in the proximity of all the important facilities. Please contact us for more details. ",east,0,0,1,1,0,1,1,1,1,1,1,1,8.2,8.060525531792733,28.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tathawade,1710,15200000,INR,0.0,1,0,"Well designed 4 bhk villa is available at a prime location in Mahindra Lifespaces Developers Happinest Tathawade. It has a salable area of 1710 sqft and is available at a price of Rs. 8,888 per sqft. It is an unfurnished property. It has swimming pool. Other amenities include gymnasium, club house, lift available, power backup and children's play area. This residential complex is under-construction as of now. The expected completion date is 01/07/2026. It is made in way to provide a comfortable living for the residents. Contact us for more details. ",east,0,0,1,1,0,1,1,1,1,1,1,1,8.2,8.060525531792733,28.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravet,2600,20000000,INR,0.0,0,0,"It’s a 3 bhk villa situated in Runal Developers Gateway Phase II Villas, Ravet. It has a salable area of 2600 sqft and is available at a price of Rs. 7,692 per sqft. It is an unfurnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ",east,0,2,0,1,1,1,1,1,1,1,0,0,8.1,8.054660793529724,29.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigdi,3500,33000000,INR,0.0,0,0,"It’s a 3 bhk villa situated in Nigdi, Pune. It has a salable area of 3500 sqft and is available at a price of Rs. 9,428 per sqft. The house is semi-furnished. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",north,0,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balewadi,5000,57500000,INR,0.0,1,0,"A 5 BHK Villa for sale in Balewadi, Pune. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Balewadi's most desired properties. Contact now for more information. Each unit has a built-up area of 5000 Square feet. The carpet area is 3895 Square feet. This East-facing property has an excellent view. There are 5 bedrooms. There is provision for 5 bathroom. The Villa in Balewadi, Pune has lift facility. It is a thoroughly secure premise with cctv facility. Other facilities include provisions for Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property also enjoys power backup facility. Regular water supply is available in this property. Kids have access to a dedicated kids area. This is a gated community. This residential property is near Vibgyor High International School, Baburao genuji balwadkar primary school, and Nandgude Patil High School. It is also close to Dr.Mohan K.T., Dhanwantari Hospital, and Sakhi Nursing Home",east,0,0,1,1,1,1,1,1,1,1,0,1,8.8,8.084476924872515,203.62990571118823,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,3800,15000000,INR,0.0,0,0,The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ,unknown,0,8,0,1,1,1,1,1,1,0,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Viman Nagar,1500,17000000,INR,0.0,0,0,Well designed 3 bhk villa is available at a prime location in Lunkad Realty Neco Garden. It has a built-up area of 1500 sqft and is priced at Rs. 1.70 cr . It is an unfurnished property. Its main door is facing north direction. It is made in way to provide a comfortable living for the residents. ,north,0,0,1,1,1,1,0,1,0,0,1,0,9.2,7.7,123.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
New Kalyani Nagar,1600,17000000,INR,0.0,0,0,"It has an area of 1600 sqft with a carpet area of 1500 sqft . The property is available at a price of Rs. 1.70 cr . It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",east,0,3,0,1,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viman Nagar,1600,20000000,INR,0.0,0,0,"It’s a 3 bhk villa situated in Rohan Builders And Developers Mithila, Viman Nagar, Pune. It has a salable area of 1600 sqft and is available at a price of Rs. 12,500 per sqft. The house is semi-furnished. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",northeast,0,5,1,1,0,1,1,1,1,1,1,1,9.2,8.2,29.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Wadgaon Sheri,3800,43000000,INR,0.0,0,0,"This spacious 4 bhk villa is available for sale and is located in Karia Developers Konark Avenue 9, one of the most prestigious projects of Wadgaon Sheri. It has a salable area of 3800 sqft and is available at a price of Rs. 11,315 per sqft. The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",unknown,0,7,0,0,0,0,0,0,0,0,0,0,9.3,7.3,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aundh,4000,50000000,INR,0.0,0,0,"A spacious 4 bhk villa is available for sale in Aundh, Pune. It has a salable area of 4000 sqft and is available at a price of Rs. 12,500 per sqft. It is a semi-furnished property. Its main door is facing east direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",east,0,0,0,1,0,1,1,1,1,0,0,0,9.7,8.135471854782784,223.52563887691224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,5000,39999999,INR,0.0,0,0,"This spacious 4 bhk villa is available for sale and is located in Jitu Properties And Developments Royal Park, one of the most prestigious projects of Maval. It has a salable area of 5000 sqft and is available at a price of Rs. 7,999 per sqft. The house is furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",unknown,1,0,0,0,0,0,0,0,0,0,0,0,5.3,7.886364849612005,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,5100,49500000,INR,0.0,0,0,"A spacious 4 bhk villa is available for sale in Rohan Builders And Developers Madhuban, Bavdhan, Pune. It has a salable area of 5100 sqft and is available at a price of Rs. 9,705 per sqft. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",east,1,15,1,1,1,1,1,1,1,1,1,0,8.1,7.9,29.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Hinjewadi,2856,19700000,INR,0.0,0,0,It has an area of 2856 sqft with a carpet area of 1885 sqft . The property is available at a price of Rs. 1.97 cr . It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Contact us for more details. ,northeast,0,0,1,1,0,1,1,1,1,1,0,0,8.0,8.048672319734793,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wakad,2700,36500000,INR,0.0,0,0,"A spacious 4 bhk villa is available for sale in Kolte Patil Developers Pink City, Wakad, Pune. It has an area of 2700 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 3.65 cr . The house is furnished. Furnishings include 1 tv, 1 refrigerator, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has swimming pool as well as intercom. The project also has gymnasium, club house, gated_community, cctv, children's play area and power backup. It is east facing property. It is a 17 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",east,1,17,1,1,1,1,1,1,1,1,0,0,9.4,8.8,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bavdhan,6200,49500000,INR,0.0,1,0,Well designed 5 bhk villa is available at a prime location in Venkateshwara Realty The Ridges. It has an area of 6200 sqft with a carpet area of 4927 sqft . The property is available at a price of Rs. 4.95 cr . It is an unfurnished property. It is east facing property. It is a 5 year old ready-to-move-in property. Please contact us for more details. ,east,0,5,1,1,1,1,1,1,1,1,1,0,8.1,8.0,29.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gahunje,6150,67500000,INR,0.0,1,0,"This spacious 4 bhk villa is available for sale and is located in Lodha Group Belmondo, one of the most prestigious projects of Gahunje. It has a built-up area of 6150 sqft and is priced at Rs. 6.75 cr . The house is unfurnished. It has club house as well as children's play area. The project also has sports facility, intercom, lift available, swimming pool, power backup, cctv, gated community and gymnasium. It is west facing property. It is a 5 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",west,0,4,1,1,1,1,1,1,1,1,1,0,7.4,8.6,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Gahunje,3520,33600000,INR,0.0,1,0,"It’s a 4 bhk villa situated in Lodha Group Belmondo, Gahunje. It has an area of 3520 sqft with a carpet area of 2410 sqft . The property is available at a price of Rs. 3.36 cr . It has lift available as well as sports facility. The project also has intercom, power backup, gymnasium, cctv, children's play area, swimming pool, gated community and club house. Its main door is facing east direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. ",east,0,0,1,1,1,1,1,1,1,1,1,0,7.4,8.6,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Gahunje,3500,33700000,INR,0.0,1,0,"A 4 bhk property is available for sale in Lodha Group Belmondo, Gahunje, Pune. It has an area of 3500 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 3.37 cr . The house is semi-furnished. It has swimming pool as well as club house. The project also has lift available, intercom, children's play area, power backup, gymnasium, cctv, gated community and sports facility. It is facing east direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",east,0,0,1,1,1,1,1,1,1,1,1,0,7.4,8.6,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Bavdhan,5682,43595221,INR,0.0,1,0,"It has a salable area of 5682 sqft and is available at a price of Rs. 7,672 per sqft. It has children's play area as well as power backup. The project also has lift available, swimming pool and gated community. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact us for more details. ",east,0,6,1,1,1,1,1,1,1,1,1,0,8.1,7.9,52.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Kalyani Nagar,4100,65000000,INR,0.0,0,0,"It’s a 4 bhk villa situated in New Kalyani Nagar. It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing north direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",north,1,3,0,1,0,1,1,1,0,1,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,5300,33000000,INR,0.0,0,0,"It’s a 6 bhk villa situated in Kolte Patil Developers Ivy Villa, Wagholi. It has a built-up area of 5300 sqft and is priced at Rs. 3.30 cr . The house is semi-furnished. It has intercom. Other amenities include children's play area, gymnasium, power backup, gated_community and swimming pool. It is east facing property. It is a 9 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",east,0,8,1,1,1,1,1,1,1,1,1,1,8.0,8.7,32.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
